# fueleconomy.gov vehicles dataset, downloaded 2026-05-23, filtered years 2009-2022
year,make,model,mpg_combined,body_type
2009,Mercury,Grand Marquis FFV,19.0,Large Cars
2009,Mercury,Mariner 4WD,20.5,Sport Utility Vehicle - 4WD
2009,Mercury,Mariner FWD,22.0,Sport Utility Vehicle - 2WD
2009,Mercury,Mariner Hybrid 4WD,28.0,Sport Utility Vehicle - 4WD
2009,Mercury,Mariner Hybrid FWD,32.0,Sport Utility Vehicle - 2WD
2009,Mercury,Milan,23.0,Midsize Cars
2009,Mercury,Milan AWD,20.0,Midsize Cars
2009,Mercury,Mountaineer 2WD,16.5,Sport Utility Vehicle - 2WD
2009,Mercury,Mountaineer 4WD,15.5,Sport Utility Vehicle - 4WD
2009,Mercury,Sable AWD,19.0,Large Cars
2009,Mercury,Sable FWD,21.0,Large Cars
2009,Mitsubishi,Eclipse,20.5,Subcompact Cars
2009,Mitsubishi,Eclipse Spyder,20.5,Minicompact Cars
2009,Mitsubishi,Endeavor 2WD,18.0,Sport Utility Vehicle - 2WD
2009,Mitsubishi,Endeavor AWD,17.0,Sport Utility Vehicle - 4WD
2009,Mitsubishi,Galant,21.0,Midsize Cars
2009,Mitsubishi,Lancer,23.0,Compact Cars
2009,Mitsubishi,Lancer Evolution,18.5,Compact Cars
2009,Mitsubishi,Lancer Sportback,22.0,Small Station Wagons
2009,Mitsubishi,Outlander 2WD,21.0,Sport Utility Vehicle - 2WD
2009,Mitsubishi,Outlander 4WD,20.5,Sport Utility Vehicle - 4WD
2009,Mitsubishi,Raider Pickup 2WD,17.0,Standard Pickup Trucks 2WD
2009,Mitsubishi,Raider Pickup 4WD,15.0,Standard Pickup Trucks 4WD
2009,Nissan,350z Roadster,19.5,Two Seaters
2009,Nissan,370z,21.0,Two Seaters
2009,Nissan,Altima,24.0,Midsize Cars
2009,Nissan,Altima Coupe,24.0,Subcompact Cars
2009,Nissan,Altima Hybrid,34.0,Midsize Cars
2009,Nissan,Armada 2WD,14.0,Sport Utility Vehicle - 2WD
2009,Nissan,Armada 4WD,14.0,Sport Utility Vehicle - 4WD
2009,Nissan,Cube,27.5,Small Station Wagons
2009,Nissan,Frontier 2WD,18.5,Small Pickup Trucks 2WD
2009,Nissan,Frontier 4WD,16.5,Small Pickup Trucks 4WD
2009,Nissan,GT-R,18.0,Subcompact Cars
2009,Nissan,Maxima,22.0,Midsize Cars
2009,Nissan,Murano AWD,20.0,Sport Utility Vehicle - 4WD
2009,Nissan,Murano FWD,20.0,Sport Utility Vehicle - 2WD
2009,Nissan,Pathfinder 2WD,16.0,Sport Utility Vehicle - 2WD
2009,Nissan,Pathfinder 4WD,15.0,Sport Utility Vehicle - 4WD
2009,Nissan,Pathfinder FE 2WD,18.0,Sport Utility Vehicle - 2WD
2009,Nissan,Quest,19.0,Minivan - 2WD
2009,Nissan,Rogue AWD,23.0,Sport Utility Vehicle - 4WD
2009,Nissan,Rogue FWD,24.0,Sport Utility Vehicle - 2WD
2009,Nissan,Sentra,26.5,Midsize Cars
2009,Nissan,Sentra FE,29.0,Midsize Cars
2009,Nissan,Titan 2WD,14.0,Standard Pickup Trucks 2WD
2009,Nissan,Titan 4WD,14.0,Standard Pickup Trucks 4WD
2009,Nissan,Titan FE 2WD,15.0,Standard Pickup Trucks 2WD
2009,Nissan,Titan FE 2WD FFV,15.0,Standard Pickup Trucks 2WD
2009,Nissan,Versa,28.0,Midsize Cars
2009,Nissan,Versa FE,30.0,Midsize Cars
2009,Nissan,Xterra 2WD,17.5,Sport Utility Vehicle - 2WD
2009,Nissan,Xterra 4WD,17.0,Sport Utility Vehicle - 4WD
2009,Pontiac,G3 Wave,29.0,Compact Cars
2009,Pontiac,G3 Wave 5,29.0,Subcompact Cars
2009,Pontiac,G5,28.0,Subcompact Cars
2009,Pontiac,G5 GT,27.5,Subcompact Cars
2009,Pontiac,G5 XFE,30.0,Subcompact Cars
2009,Pontiac,G6,22.0,Compact Cars
2009,Pontiac,G8,16.5,Large Cars
2009,Pontiac,Solstice,21.0,Two Seaters
2009,Pontiac,Torrent AWD,19.5,Sport Utility Vehicle - 4WD
2009,Pontiac,Torrent FWD,19.5,Sport Utility Vehicle - 2WD
2009,Pontiac,Vibe,26.0,Small Station Wagons
2009,Pontiac,Vibe AWD,22.0,Small Station Wagons
2009,Porsche,911 GT2,19.0,Two Seaters
2009,Porsche,911 Turbo,18.0,Minicompact Cars
2009,Porsche,911 Turbo Cabriolet,18.0,Minicompact Cars
2009,Porsche,Boxster,23.0,Two Seaters
2009,Porsche,Boxster S,22.5,Two Seaters
2009,Porsche,Carrera 2 Cabriolet,21.5,Minicompact Cars
2009,Porsche,Carrera 2 Coupe,21.5,Minicompact Cars
2009,Porsche,Carrera 2 S Cabriolet,21.5,Minicompact Cars
2009,Porsche,Carrera 2 S Coupe,21.5,Minicompact Cars
2009,Porsche,Carrera 4 Cabriolet,21.0,Minicompact Cars
2009,Porsche,Carrera 4 Coupe,21.0,Minicompact Cars
2009,Porsche,Carrera 4 S Cabriolet,20.5,Minicompact Cars
2009,Porsche,Carrera 4 S Coupe,20.5,Minicompact Cars
2009,Porsche,Carrera 4 S Targa,20.5,Minicompact Cars
2009,Porsche,Carrera 4 Targa,21.0,Minicompact Cars
2009,Porsche,Cayenne,16.0,Sport Utility Vehicle - 4WD
2009,Porsche,Cayenne GTS,14.0,Sport Utility Vehicle - 4WD
2009,Porsche,Cayenne S,15.0,Sport Utility Vehicle - 4WD
2009,Porsche,Cayenne Turbo,14.0,Sport Utility Vehicle - 4WD
2009,Porsche,Cayenne Turbo S,14.0,Sport Utility Vehicle - 4WD
2009,Porsche,Cayman,23.0,Two Seaters
2009,Porsche,Cayman S,22.5,Two Seaters
2009,Rolls-Royce,Phantom,14.0,Midsize Cars
2009,Rolls-Royce,Phantom Coupe,14.0,Compact Cars
2009,Rolls-Royce,Phantom Drophead Coupe,14.0,Compact Cars
2009,Rolls-Royce,Phantom EWB,14.0,Large Cars
2009,Roush Performance,Stage 3 Mustang,16.5,Subcompact Cars
2009,Saab,9-3 Aero Sedan AWD,19.5,Compact Cars
2009,Saab,9-3 Aero SportCombi AWD,19.5,Small Station Wagons
2009,Saab,9-3 Convertible,20.5,Subcompact Cars
2009,Saab,9-3 Sport Sedan,20.5,Compact Cars
2009,Saab,9-3 SportCombi,20.5,Small Station Wagons
2009,Saab,9-5 Sedan,20.5,Midsize Cars
2009,Saab,9-5 SportCombi,20.5,Midsize Station Wagons
2009,Saab,9-7X AWD,16.0,Sport Utility Vehicle - 4WD
2009,Saleen Performance,S281 Family,14.0,Subcompact Cars
2009,Saturn,Astra 2DR Hatchback,27.0,Compact Cars
2009,Saturn,Astra 4DR Hatchback,27.0,Midsize Cars
2009,Saturn,Aura,23.0,Midsize Cars
2009,Saturn,Aura Hybrid,29.0,Midsize Cars
2009,Saturn,Outlook AWD,19.0,Sport Utility Vehicle - 4WD
2009,Saturn,Outlook FWD,19.0,Sport Utility Vehicle - 2WD
2009,Saturn,SKY,21.0,Two Seaters
2009,Saturn,Vue AWD,18.0,Sport Utility Vehicle - 4WD
2009,Saturn,Vue FWD,19.0,Sport Utility Vehicle - 2WD
2009,Saturn,Vue Hybrid,28.0,Sport Utility Vehicle - 2WD
2009,Scion,tC,23.5,Subcompact Cars
2009,Scion,xB,24.0,Small Station Wagons
2009,Scion,xD,28.5,Subcompact Cars
2009,Spyker,C8,15.0,Two Seaters
2009,Subaru,Forester AWD,22.0,Sport Utility Vehicle - 4WD
2009,Subaru,Impreza AWD,21.5,Compact Cars
2009,Subaru,Impreza Wagon/Outback SPT AWD,21.0,Small Station Wagons
2009,Subaru,Legacy AWD,20.5,Compact Cars
2009,Subaru,Outback Wagon AWD,20.0,Sport Utility Vehicle - 4WD
2009,Subaru,Tribeca AWD,18.0,Sport Utility Vehicle - 4WD
2009,Suzuki,Equator 2WD,19.0,Small Pickup Trucks 2WD
2009,Suzuki,Equator 4WD,16.0,Small Pickup Trucks 4WD
2009,Suzuki,Grand Vitara,21.0,Sport Utility Vehicle - 2WD
2009,Suzuki,Grand Vitara 4WD,20.0,Sport Utility Vehicle - 4WD
2009,Suzuki,SX4,24.5,Small Station Wagons
2009,Suzuki,SX4 AWD,23.5,Small Station Wagons
2009,Suzuki,SX4 Sedan,25.5,Compact Cars
2009,Suzuki,SX4 Sport,24.5,Compact Cars
2009,Suzuki,XL7 AWD,18.0,Sport Utility Vehicle - 4WD
2009,Suzuki,XL7 FWD,19.0,Sport Utility Vehicle - 2WD
2009,Toyota,4Runner 2WD,17.5,Sport Utility Vehicle - 2WD
2009,Toyota,4Runner 4WD,16.0,Sport Utility Vehicle - 4WD
2009,Toyota,Avalon,23.0,Large Cars
2009,Toyota,Camry,25.0,Midsize Cars
2009,Toyota,Camry Hybrid,34.0,Midsize Cars
2009,Toyota,Corolla,27.5,Compact Cars
2009,Toyota,FJ Cruiser 2WD,18.0,Sport Utility Vehicle - 2WD
2009,Toyota,FJ Cruiser 4WD,16.5,Sport Utility Vehicle - 4WD
2009,Toyota,Highlander 2WD,21.0,Sport Utility Vehicle - 2WD
2009,Toyota,Highlander 4WD,19.0,Sport Utility Vehicle - 4WD
2009,Toyota,Highlander Hybrid 4WD,26.0,Sport Utility Vehicle - 4WD
2009,Toyota,Land Cruiser Wagon 4WD,15.0,Sport Utility Vehicle - 4WD
2009,Toyota,Matrix,26.0,Small Station Wagons
2009,Toyota,Matrix AWD,22.0,Small Station Wagons
2009,Toyota,Prius,46.0,Midsize Cars
2009,Toyota,RAV4 2WD,23.0,Sport Utility Vehicle - 2WD
2009,Toyota,RAV4 4WD,22.5,Sport Utility Vehicle - 4WD
2009,Toyota,Sequoia 2WD,15.0,Sport Utility Vehicle - 2WD
2009,Toyota,Sequoia 4WD,14.0,Sport Utility Vehicle - 4WD
2009,Toyota,Sienna 2WD,19.0,Minivan - 2WD
2009,Toyota,Sienna 4WD,18.0,Minivan - 4WD
2009,Toyota,Tacoma 2WD,19.5,Small Pickup Trucks 2WD
2009,Toyota,Tacoma 4WD,18.0,Small Pickup Trucks 4WD
2009,Toyota,Tundra 2WD,16.0,Standard Pickup Trucks 2WD
2009,Toyota,Tundra 4WD,15.0,Standard Pickup Trucks 4WD
2009,Toyota,Venza,23.0,Sport Utility Vehicle - 2WD
2009,Toyota,Venza AWD,22.0,Sport Utility Vehicle - 4WD
2009,Toyota,Yaris,31.5,Subcompact Cars
2009,Volkswagen,CC,23.0,Compact Cars
2009,Volkswagen,CC 4motion,20.0,Compact Cars
2009,Volkswagen,Eos,25.0,Subcompact Cars
2009,Volkswagen,GTI,25.0,Compact Cars
2009,Volkswagen,Jetta,25.0,Compact Cars
2009,Volkswagen,Jetta SportWagen,25.0,Small Station Wagons
2009,Volkswagen,New Beetle,23.0,Subcompact Cars
2009,Volkswagen,New Beetle Convertible,23.0,Minicompact Cars
2009,Volkswagen,Passat,23.0,Midsize Cars
2009,Volkswagen,Passat Wagon,22.0,Midsize Station Wagons
2009,Volkswagen,Rabbit,24.0,Compact Cars
2009,Volkswagen,Routan FWD,19.0,Minivan - 2WD
2009,Volkswagen,Tiguan,21.0,Sport Utility Vehicle - 2WD
2009,Volkswagen,Tiguan 4motion,20.0,Sport Utility Vehicle - 4WD
2009,Volkswagen,Touareg,16.0,Sport Utility Vehicle - 4WD
2009,Volvo,C30 FWD,23.0,Compact Cars
2009,Volvo,C70 Convertible,21.0,Subcompact Cars
2009,Volvo,S40 AWD,20.5,Compact Cars
2009,Volvo,S40 FWD,23.0,Compact Cars
2009,Volvo,S60 AWD,21.0,Compact Cars
2009,Volvo,S60 FWD,22.0,Compact Cars
2009,Volvo,S80 AWD,18.0,Midsize Cars
2009,Volvo,S80 FWD,20.0,Midsize Cars
2009,Volvo,V50 AWD,20.5,Small Station Wagons
2009,Volvo,V50 FWD,23.0,Small Station Wagons
2009,Volvo,V70 FWD,20.0,Midsize Station Wagons
2009,Volvo,XC60 AWD,18.0,Sport Utility Vehicle - 4WD
2009,Volvo,XC70 AWD,18.0,Sport Utility Vehicle - 4WD
2009,Volvo,XC90 AWD,15.5,Sport Utility Vehicle - 4WD
2009,Volvo,XC90 FWD,17.0,Sport Utility Vehicle - 2WD
2009,smart,fortwo convertible,36.0,Two Seaters
2009,smart,fortwo coupe,36.0,Two Seaters
2010,Acura,MDX 4WD,18.0,Sport Utility Vehicle - 4WD
2010,Acura,RDX 2WD,21.0,Sport Utility Vehicle - 2WD
2010,Acura,RDX 4WD,19.0,Sport Utility Vehicle - 4WD
2010,Acura,RL,18.0,Midsize Cars
2010,Acura,TL 2WD,21.0,Midsize Cars
2010,Acura,TL 4WD,20.0,Midsize Cars
2010,Acura,TSX,23.0,Compact Cars
2010,Acura,ZDX 4WD,19.0,Sport Utility Vehicle - 4WD
2010,Aston Martin,DB9,14.0,Minicompact Cars
2010,Aston Martin,DBS,13.5,Minicompact Cars
2010,Aston Martin,Rapide,15.0,Subcompact Cars
2010,Aston Martin,V8 Vantage,15.0,Two Seaters
2010,Audi,A3,24.0,Small Station Wagons
2010,Audi,A3 quattro,24.0,Small Station Wagons
2010,Audi,A4,26.0,Compact Cars
2010,Audi,A4 Avant quattro,23.0,Small Station Wagons
2010,Audi,A4 quattro,24.0,Compact Cars
2010,Audi,A5 Cabriolet,26.0,Subcompact Cars
2010,Audi,A5 Cabriolet quattro,23.0,Subcompact Cars
2010,Audi,A5 quattro,23.0,Subcompact Cars
2010,Audi,A6,22.0,Midsize Cars
2010,Audi,A6 Avant quattro,21.0,Midsize Station Wagons
2010,Audi,A6 quattro,19.5,Midsize Cars
2010,Audi,A8,18.0,Midsize Cars
2010,Audi,A8 L,18.0,Large Cars
2010,Audi,Q5,20.0,Sport Utility Vehicle - 4WD
2010,Audi,Q7,16.0,Sport Utility Vehicle - 4WD
2010,Audi,R8,15.0,Two Seaters
2010,Audi,S4,21.0,Compact Cars
2010,Audi,S5,18.0,Subcompact Cars
2010,Audi,S5 Cabriolet,20.0,Subcompact Cars
2010,Audi,S6,16.0,Midsize Cars
2010,Audi,TT Coupe quattro,24.0,Subcompact Cars
2010,Audi,TT Roadster quattro,24.0,Two Seaters
2010,BMW,128ci Convertible,21.5,Subcompact Cars
2010,BMW,128i,22.0,Subcompact Cars
2010,BMW,135i,20.0,Subcompact Cars
2010,BMW,135i Convertible,20.0,Subcompact Cars
2010,BMW,328ci,22.0,Subcompact Cars
2010,BMW,328ci Convertible,20.5,Subcompact Cars
2010,BMW,328ci xDrive,20.0,Subcompact Cars
2010,BMW,328i,22.0,Compact Cars
2010,BMW,328i Sport Wagon,20.5,Small Station Wagons
2010,BMW,328i Sport Wagon xDrive,20.0,Small Station Wagons
2010,BMW,328i xDrive,20.0,Compact Cars
2010,BMW,335ci,20.0,Subcompact Cars
2010,BMW,335ci Convertible,20.0,Subcompact Cars
2010,BMW,335ci xDrive,19.5,Subcompact Cars
2010,BMW,335d,27.0,Compact Cars
2010,BMW,335i,20.0,Compact Cars
2010,BMW,335i xDrive,19.5,Compact Cars
2010,BMW,528i,21.5,Midsize Cars
2010,BMW,528i xDrive,20.0,Midsize Cars
2010,BMW,535i,20.0,Midsize Cars
2010,BMW,535i Gran Turismo,22.0,Large Cars
2010,BMW,535i Sport Wagon xDrive,18.5,Midsize Station Wagons
2010,BMW,535i xDrive,19.5,Midsize Cars
2010,BMW,550 GT,18.0,Large Cars
2010,BMW,550i,18.0,Midsize Cars
2010,BMW,550i xDrive GT,18.0,Large Cars
2010,BMW,650ci,18.0,Subcompact Cars
2010,BMW,650ci Convertible,17.0,Subcompact Cars
2010,BMW,750Li,17.0,Large Cars
2010,BMW,750Li xDrive,16.0,Large Cars
2010,BMW,750i,17.0,Large Cars
2010,BMW,750i xDrive,16.0,Large Cars
2010,BMW,760Li,15.0,Large Cars
2010,BMW,ActiveHybrid X6,18.0,Sport Utility Vehicle - 4WD
2010,BMW,M3,16.0,Compact Cars
2010,BMW,M3 Convertible,16.0,Subcompact Cars
2010,BMW,M3 Coupe,16.0,Subcompact Cars
2010,BMW,M5,13.0,Midsize Cars
2010,BMW,M6,13.0,Subcompact Cars
2010,BMW,M6 Convertible,13.0,Subcompact Cars
2010,BMW,X3 xDrive30i,19.5,Sport Utility Vehicle - 4WD
2010,BMW,X5 xDrive30i,18.0,Sport Utility Vehicle - 4WD
2010,BMW,X5 xDrive35d,22.0,Sport Utility Vehicle - 4WD
2010,BMW,X5 xDrive48i,16.0,Sport Utility Vehicle - 4WD
2010,BMW,X5 xDriveM,14.0,Sport Utility Vehicle - 4WD
2010,BMW,X6 xDrive35i,17.0,Sport Utility Vehicle - 4WD
2010,BMW,X6 xDrive50i,15.0,Sport Utility Vehicle - 4WD
2010,BMW,X6 xDriveM,14.0,Sport Utility Vehicle - 4WD
2010,BMW,Z4 sDrive30i,22.0,Two Seaters
2010,BMW,Z4 sDrive35i,20.0,Two Seaters
2010,Bentley,Azure,11.0,Compact Cars
2010,Bentley,Brooklands,11.0,Compact Cars
2010,Bentley,Continental Flying Spur,12.0,Midsize Cars
2010,Bentley,Continental GT,13.0,Compact Cars
2010,Bentley,Continental GTC,12.0,Subcompact Cars
2010,Bentley,Continental Supersports,14.0,Two Seaters
2010,Bugatti,Veyron,10.0,Two Seaters
2010,Buick,Enclave AWD,18.0,Sport Utility Vehicle - 4WD
2010,Buick,Enclave FWD,19.0,Sport Utility Vehicle - 2WD
2010,Buick,Lacrosse/Allure,21.0,Midsize Cars
2010,Buick,Lacrosse/Allure AWD,19.0,Midsize Cars
2010,Buick,Lucerne,20.0,Large Cars
2010,Cadillac,CTS,20.0,Midsize Cars
2010,Cadillac,CTS AWD,21.0,Midsize Cars
2010,Cadillac,CTS Wagon,21.5,Small Station Wagons
2010,Cadillac,CTS Wagon AWD,21.0,Small Station Wagons
2010,Cadillac,CTS-V,15.0,Midsize Cars
2010,Cadillac,DTS,18.0,Large Cars
2010,Cadillac,Escalade 2WD,16.0,Sport Utility Vehicle - 2WD
2010,Cadillac,Escalade AWD,15.0,Sport Utility Vehicle - 4WD
2010,Cadillac,Escalade ESV 2WD,16.0,Sport Utility Vehicle - 2WD
2010,Cadillac,Escalade Hybrid 2WD,22.0,Sport Utility Vehicle - 2WD
2010,Cadillac,Funeral Coach / Hearse,14.0,Large Cars
2010,Cadillac,Limousine,14.0,Large Cars
2010,Cadillac,SRX 2WD,21.0,Sport Utility Vehicle - 2WD
2010,Cadillac,SRX AWD,18.5,Sport Utility Vehicle - 4WD
2010,Cadillac,STS,19.5,Midsize Cars
2010,Cadillac,STS AWD,19.0,Midsize Cars
2010,Chevrolet,Avalanche 1500 2WD,15.5,Sport Utility Vehicle - 2WD
2010,Chevrolet,Aveo,29.0,Compact Cars
2010,Chevrolet,Aveo 5,29.0,Subcompact Cars
2010,Chevrolet,Camaro,20.0,Compact Cars
2010,Chevrolet,Cobalt Coupe,28.0,Subcompact Cars
2010,Chevrolet,Cobalt SS Coupe,25.0,Subcompact Cars
2010,Chevrolet,Cobalt Sedan,28.0,Compact Cars
2010,Chevrolet,Cobalt XFE Coupe,30.0,Subcompact Cars
2010,Chevrolet,Cobalt XFE Sedan,30.0,Compact Cars
2010,Chevrolet,Colorado 2WD,20.0,Small Pickup Trucks 2WD
2010,Chevrolet,Colorado 4WD,19.5,Small Pickup Trucks 4WD
2010,Chevrolet,Colorado Cab Chassis inc 2WD,17.0,Small Pickup Trucks 2WD
2010,Chevrolet,Colorado Cab Chassis inc 4WD,18.0,Small Pickup Trucks 4WD
2010,Chevrolet,Colorado Crew Cab 2WD,20.0,Small Pickup Trucks 2WD
2010,Chevrolet,Colorado Crew Cab 4WD,17.0,Small Pickup Trucks 4WD
2010,Chevrolet,Corvette,18.0,Two Seaters
2010,Chevrolet,Equinox AWD,21.5,Sport Utility Vehicle - 4WD
2010,Chevrolet,Equinox FWD,23.0,Sport Utility Vehicle - 2WD
2010,Chevrolet,Express 1500 2WD Cargo,16.0,"Vans, Cargo Type"
2010,Chevrolet,Express 1500 2WD Conversion Cargo,14.0,"Vans, Cargo Type"
2010,Chevrolet,Express 1500 2WD Passenger,14.0,"Vans, Passenger Type"
2010,Chevrolet,Express 1500 AWD Cargo,14.0,"Vans, Cargo Type"
2010,Chevrolet,Express 1500 AWD Conversion Cargo,14.0,"Vans, Cargo Type"
2010,Chevrolet,Express 1500 AWD Passenger,14.0,"Vans, Passenger Type"
2010,Chevrolet,HHR FWD,25.0,Sport Utility Vehicle - 2WD
2010,Chevrolet,HHR Panel FWD,25.0,Sport Utility Vehicle - 2WD
2010,Chevrolet,Impala,22.0,Large Cars
2010,Chevrolet,Malibu,25.0,Midsize Cars
2010,Chevrolet,Malibu Hybrid,29.0,Midsize Cars
2010,Chevrolet,Silverado 15 Hybrid 2WD,22.0,Standard Pickup Trucks 2WD
2010,Chevrolet,Silverado 15 Hybrid 4WD,21.0,Standard Pickup Trucks 4WD
2010,Chevrolet,Silverado C15 2WD,16.5,Standard Pickup Trucks 2WD
2010,Chevrolet,Silverado C15 XFE 2WD,18.0,Standard Pickup Trucks 2WD
2010,Chevrolet,Silverado K15 4WD,15.0,Standard Pickup Trucks 4WD
2010,Chevrolet,Suburban 1500 2WD,15.5,Sport Utility Vehicle - 2WD
2010,Chevrolet,Tahoe 1500 2WD,17.0,Sport Utility Vehicle - 2WD
2010,Chevrolet,Tahoe 1500 4WD,17.0,Sport Utility Vehicle - 4WD
2010,Chevrolet,Tahoe Hybrid 2WD,22.0,Sport Utility Vehicle - 2WD
2010,Chevrolet,Tahoe Hybrid 4WD,21.0,Sport Utility Vehicle - 4WD
2010,Chevrolet,Traverse AWD,19.0,Sport Utility Vehicle - 4WD
2010,Chevrolet,Traverse FWD,19.0,Sport Utility Vehicle - 2WD
2010,Chrysler,300 AWD,18.5,Large Cars
2010,Chrysler,300/SRT-8,19.5,Large Cars
2010,Chrysler,PT Cruiser,21.0,Sport Utility Vehicle - 2WD
2010,Chrysler,Sebring,22.0,Midsize Cars
2010,Chrysler,Sebring Convertible,21.0,Compact Cars
2010,Chrysler,Town and Country,19.0,Minivan - 2WD
2010,Dodge,Avenger,22.0,Midsize Cars
2010,Dodge,Caliber,25.0,Small Station Wagons
2010,Dodge,Challenger,18.0,Compact Cars
2010,Dodge,Charger,19.5,Large Cars
2010,Dodge,Charger AWD,18.5,Large Cars
2010,Dodge,Dakota Pickup 2WD,16.0,Standard Pickup Trucks 2WD
2010,Dodge,Dakota Pickup 4WD,15.0,Standard Pickup Trucks 4WD
2010,Dodge,Grand Caravan,19.0,Minivan - 2WD
2010,Dodge,Journey  2WD,20.0,Sport Utility Vehicle - 2WD
2010,Dodge,Journey  AWD,18.0,Sport Utility Vehicle - 4WD
2010,Dodge,Nitro 2WD,18.0,Sport Utility Vehicle - 2WD
2010,Dodge,Nitro 4WD,17.0,Sport Utility Vehicle - 4WD
2010,Dodge,Ram 1500 Pickup 2WD,16.0,Standard Pickup Trucks 2WD
2010,Dodge,Ram 1500 Pickup 4WD,15.0,Standard Pickup Trucks 4WD
2010,Dodge,Viper Convertible,16.0,Two Seaters
2010,Dodge,Viper Coupe,16.0,Two Seaters
2010,Ferrari,458 Italia,14.0,Two Seaters
2010,Ferrari,599 GTB Fiorano,12.0,Two Seaters
2010,Ferrari,612 Scaglietti,11.5,Midsize Cars
2010,Ferrari,California,15.0,Minicompact Cars
2010,Ford,Crown Victoria FFV,19.0,Large Cars
2010,Ford,Edge AWD,19.0,Sport Utility Vehicle - 4WD
2010,Ford,Edge FWD,20.0,Sport Utility Vehicle - 2WD
2010,Ford,Escape 4WD,22.0,Sport Utility Vehicle - 4WD
2010,Ford,Escape 4WD FFV,20.0,Sport Utility Vehicle - 4WD
2010,Ford,Escape FWD,23.5,Sport Utility Vehicle - 2WD
2010,Ford,Escape FWD FFV,21.0,Sport Utility Vehicle - 2WD
2010,Ford,Escape Hybrid 4WD,29.0,Sport Utility Vehicle - 4WD
2010,Ford,Escape Hybrid FWD,32.0,Sport Utility Vehicle - 2WD
2010,Ford,Expedition 2WD FFV,16.0,Sport Utility Vehicle - 2WD
2010,Ford,Expedition 4WD FFV,14.0,Sport Utility Vehicle - 4WD
2010,Ford,Explorer 2WD,16.5,Sport Utility Vehicle - 2WD
2010,Ford,Explorer 4WD,15.5,Sport Utility Vehicle - 4WD
2010,Ford,Explorer Sport Trac 2WD,16.5,Standard Pickup Trucks 2WD
2010,Ford,Explorer Sport Trac 4WD,15.5,Standard Pickup Trucks 4WD
2010,Ford,F150 Pickup 2WD,16.5,Standard Pickup Trucks 2WD
2010,Ford,F150 Pickup 2WD FFV,16.0,Standard Pickup Trucks 2WD
2010,Ford,F150 Pickup 4WD,16.0,Standard Pickup Trucks 4WD
2010,Ford,F150 Pickup 4WD FFV,15.0,Standard Pickup Trucks 4WD
2010,Ford,Flex AWD,18.0,Sport Utility Vehicle - 4WD
2010,Ford,Flex FWD,20.0,Sport Utility Vehicle - 2WD
2010,Ford,Focus FWD,28.0,Compact Cars
2010,Ford,Fusion AWD,19.0,Midsize Cars
2010,Ford,Fusion AWD FFV,21.0,Midsize Cars
2010,Ford,Fusion FWD,24.0,Midsize Cars
2010,Ford,Fusion FWD FFV,22.0,Midsize Cars
2010,Ford,Fusion Hybrid FWD,39.0,Midsize Cars
2010,Ford,Fusion S FWD,26.0,Midsize Cars
2010,Ford,Mustang,19.0,Subcompact Cars
2010,Ford,Ranger 2WD,19.5,Small Pickup Trucks 2WD
2010,Ford,Ranger 4WD,16.0,Small Pickup Trucks 4WD
2010,Ford,Taurus AWD,20.0,Large Cars
2010,Ford,Taurus FWD,21.5,Large Cars
2010,Ford,Transit Connect,23.0,Special Purpose Vehicle 2WD
2010,GMC,Acadia AWD,19.0,Sport Utility Vehicle - 4WD
2010,GMC,Acadia FWD,19.0,Sport Utility Vehicle - 2WD
2010,GMC,Canyon 2WD,20.0,Small Pickup Trucks 2WD
2010,GMC,Canyon 4WD,19.5,Small Pickup Trucks 4WD
2010,GMC,Canyon Cab Chassis Inc 2WD,17.0,Small Pickup Trucks 2WD
2010,GMC,Canyon Cab Chassis Inc 4WD,18.0,Small Pickup Trucks 4WD
2010,GMC,Canyon Crew Cab 2WD,20.0,Small Pickup Trucks 2WD
2010,GMC,Canyon Crew Cab 4WD,17.0,Small Pickup Trucks 4WD
2010,GMC,Savana 1500  AWD (cargo),14.0,"Vans, Cargo Type"
2010,GMC,Savana 1500  AWD Conversion (cargo),14.0,"Vans, Cargo Type"
2010,GMC,Savana 1500 2WD (Passenger),14.0,"Vans, Passenger Type"
2010,GMC,Savana 1500 2WD (cargo),16.0,"Vans, Cargo Type"
2010,GMC,Savana 1500 2WD Conversion (cargo),14.0,"Vans, Cargo Type"
2010,GMC,Savana 1500 AWD (Passenger),14.0,"Vans, Passenger Type"
2010,GMC,Sierra 15 Hybrid 2WD,22.0,Standard Pickup Trucks 2WD
2010,GMC,Sierra 15 Hybrid 4WD,21.0,Standard Pickup Trucks 4WD
2010,GMC,Sierra C15 2WD,16.5,Standard Pickup Trucks 2WD
2010,GMC,Sierra C15 XFE 2WD,18.0,Standard Pickup Trucks 2WD
2010,GMC,Sierra K15 4WD,15.0,Standard Pickup Trucks 4WD
2010,GMC,Sierra K15 AWD,14.0,Standard Pickup Trucks 4WD
2010,GMC,Terrain AWD,21.5,Sport Utility Vehicle - 4WD
2010,GMC,Terrain FWD,23.0,Sport Utility Vehicle - 2WD
2010,GMC,Yukon 1500 2WD,16.5,Sport Utility Vehicle - 2WD
2010,GMC,Yukon 1500 4WD,17.0,Sport Utility Vehicle - 4WD
2010,GMC,Yukon 1500 Hybrid 2WD,22.0,Sport Utility Vehicle - 2WD
